destination;probe;1_min/avg/max;2_min/avg/max;3_min/avg/max;4_min/avg/max;5_min/avg/max;6_min/avg/max;7_min/avg/max;8_min/avg/max;9_min/avg/max;10_min/avg/max;11_min/avg/max;12_min/avg/max;13_min/avg/max;14_min/avg/max;15_min/avg/max;16_min/avg/max;17_min/avg/max;18_min/avg/max;19_min/avg/max;20_min/avg/max;21_min/avg/max;22_min/avg/max;23_min/avg/max;24_min/avg/max;25_min/avg/max;26_min/avg/max;27_min/avg/max;28_min/avg/max;29_min/avg/max;30_min/avg/max;31_min/avg/max;32_min/avg/max;33_min/avg/max;34_min/avg/max;35_min/avg/max;36_min/avg/max
141.0.174.44;rmd;16.12288;16.67522;16.28744;16.376645;15.78892;16.116075;16.415485;16.547825;16.237775;17.220855;16.4753;17.109125;16.480305;16.305165;16.94231;17.56548;16.494815;16.200375;16.68184;17.740085;19.82634;21.470675;17.547;16.6403;16.48209;-1;17.229515;22.00989;28.15046;39.856575;18.00002;16.36394;-1;15.34159;16.39694;18.62302
141.0.174.44;LISP-Lab;28.333715;123.707485;43.710485;40.84087;52.441;42.151775;48.02548;38.956655;33.19619;96.10925;25.48449;49.92023;28.07949;27.377345;39.458765;39.19435;41.95321;37.162755;25.99621;25.8125;53.154315;25.770275;44.135105;34.444705;-1;63.70553;34.61945;32.491175;34.39001;33.717825;32.35094;58.08282;46.06293;80.101905;53.1084;32.351025
54.149.140.74;mPlane;157.906;157.29;158.163;150.34;151.213;151.868;158.101;150.746;151.286;155.548;150.78;152.891;161.963;153.913;162.526;154.969;158.255;157.747;152.965;152.256;156.494;162.604;152.632;159.775;151.039;150.109;154.232;153.103;158.246;159.464;152.473;152.141;152.151;156.374;170.138;161.076
54.149.140.74;rmd;181.13787;180.81499;170.64643;180.629895;181.304975;180.70055;180.48986;180.82092;181.02247;180.781945;181.22441;181.102205;170.976885;181.1537;180.369215;180.908655;181.584545;180.034665;180.87702;170.763595;170.736555;170.33033;181.455325;181.26684;180.822385;180.891925;179.60624;170.655235;180.864035;180.56622;180.63583;170.01056;-1;192.94941;192.33077;192.201425
54.149.140.74;FranceIX;169.708278;169.999291;169.87177;169.852551;169.927553;169.963657;170.123655;170.058852;169.999226;170.010134;169.970567;169.76482;169.949567;169.878801;169.961817;169.858706;169.886216;170.040388;170.082067;169.818713;170.512149;170.307676;169.719073;170.23713;172.762889;169.974816;171.584982;170.006005;169.925963;170.995696;170.031929;170.179057;169.991035;169.87199;170.160473;169.968597
54.149.140.74;LISP-Lab;183.32195;175.957455;182.256575;182.61025;181.717465;186.412695;234.12152;182.50983;195.482295;215.856145;186.515605;209.23944;185.474585;178.788435;195.92262;191.33725;194.163425;193.89709;178.20369;175.8033;227.30311;190.17522;213.00235;177.80132;-1;195.51867;180.476955;223.983545;241.851155;192.372465;186.997855;188.118945;219.32633;186.48384;195.015095;211.513835
106.120.167.66;mPlane;409.252;407.553;397.974;404.872;403.338;372.796;377.485;321.4;326.929;307.912;423.572;409.858;442.668;436.927;401.585;401.887;399.823;413.292;405.774;320.461;436.894;452.867;427.207;418.942;424.793;422.507;403.054;452.823;411.525;420.238;425.687;455.615;456.267;496.781;433.483;405.045
106.120.167.66;rmd;295.090945;250.3925;296.06986;295.793945;196.519465;197.263015;197.19955;197.86655;228.534085;197.38947;271.85621;290.866185;280.337525;199.527645;296.402135;198.2682;294.97213;198.79006;299.026755;196.83623;238.27261;298.422175;241.78112;296.316495;295.88594;200.31416;281.3472;199.740115;264.74736;297.279725;297.15292;366.672585;-1;272.9791;296.217325;289.12946
106.120.167.66;FranceIX;335.622575;336.616293;372.162862;374.200073;374.60872;359.988906;371.587811;364.864264;378.652018;384.856208;350.444818;375.033741;360.0067;339.942283;342.535025;376.391593;337.37033;367.741108;367.335571;424.405408;420.58929;394.540223;372.722846;371.126322;428.887014;390.107757;381.258462;371.799527;385.53789;370.234875;430.82188;440.015955;467.836115;432.594148;387.261229;375.586932
106.120.167.66;LISP-Lab;297.332205;317.75112;357.72494;368.373945;302.608645;360.62273;340.76405;357.544325;313.639785;357.30451;344.31633;339.19913;309.370915;357.688015;375.71979;371.338875;339.831505;348.17172;358.64123;324.414025;373.230225;362.553245;371.68908;363.648895;-1;369.51202;366.605725;371.34904;378.78366;364.904115;372.38277;377.73716;394.14597;376.742275;361.82337;373.95412
198.11.132.23;FranceIX;153.748122;153.513698;153.554201;153.519942;153.60127;153.755016;153.905655;153.808214;153.595464;153.825513;153.590694;153.984253;153.689425;153.503243;153.59704;153.944523;153.866832;153.812485;153.660348;153.538962;153.78959;153.550582;153.805339;153.639017;153.607449;153.776211;153.628473;153.567621;153.725377;153.788255;153.588814;153.596334;153.522773;153.618038;153.590015;153.664026
198.11.132.23;mPlane;159.34;158.686;158.7;167.206;158.595;167.948;164.339;158.658;158.803;158.65;164.079;169.324;158.653;159.087;169.263;161.328;158.671;168.051;163.538;158.687;163.512;165.816;161.075;169.503;168.883;165.406;169.902;158.763;158.802;168.564;158.827;169.579;160.506;167.86;165.17;158.891
198.11.132.23;LISP-Lab;178.03108;175.942625;185.019285;178.45683;176.152455;175.192675;175.45239;177.1891;188.14515;178.85233;178.311785;183.78558;201.32917;174.40584;185.21925;175.344715;174.761995;188.988755;179.63815;190.764745;192.582435;202.26505;180.71922;180.57076;-1;180.28179;-1;181.96572;175.852745;182.931725;178.66062;180.36359;191.91174;184.966805;175.25988;176.792675
198.11.132.23;rmd;158.06072;158.016515;157.99334;158.227755;158.249385;158.171955;158.416535;157.989355;158.26635;158.22422;158.14186;158.28054;164.02851;158.282715;158.113845;158.119775;157.97341;157.623205;158.300155;157.912955;158.248535;158.082085;158.23935;157.724655;158.111565;157.694135;158.426605;157.98027;157.977945;158.05529;157.7697;158.11985;153.71601;153.916325;153.726585;154.074255
199.181.131.249;mPlane;137.835;137.099;141.225;142.173;138.064;144.068;145.97;144.257;146.097;138.883;138.333;145.319;147.469;147.349;137.675;139.334;140.99;146.203;139.602;143.605;137.022;137.037;138.685;149.161;147.732;139.622;147.297;139.96;138.05;147.568;144.929;137.24;142.909;140.874;141.446;137.052
