mesurement id;Destination;median(avg RTT) from Gandi;median(avg RTT) from mPlane;median(avg RTT) from FranceIX;median(avg RTT) from LISP-Lab;median(avg RTT) from LIP6;variance from Gandi;variance from mPlane;variance from FranceIX;variance from LISP-Lab;variance from LIP6;Country;Continent
6964504;2620:0:862:ed1a::1;15.1523873333;13.7940066667;11.4357086667;20.908609999999999;165.07164933300001;53.372913949351997;1.7808308787063512;0.2944827608375174;4.3250856308607855;1767113.9238451431;US;NA
6964620;2a00:1450:400c:c02::a0;7.18720166665;16.157664166700002;5.9822998332999999;22.614550000000001;168.79900983350001;9.502553271994957;1.3238475358044475;191.04708305360225;4.0692559287233783;1452986.5631360491;IE;EU
6964642;2a04:4e42:600::230;109.16802233350001;12.198197499999999;100.019802333;20.329360000000001;199.1240078335;23064.059064421181;8.8799994495820886;13.650460507148601;11.126484847326813;1302256.6523061953;;EU
6964733;2400:cb00:2048:1::681b:d61e;6.0467213332999998;1.9503716667;1.1105143333;8.1576816667000003;174.576931;5993.4889968654734;2.2544931642164672;2.6362656398810502;120.19294043059628;1647.0343739804773;HK;AS
6964737;2001:420:1101:1::a;113.834518667;127.941416667;113.038233667;121.96901333300001;168.97309000000001;150.07510455841063;8.0437903141805389;15.733752889585256;23.882956843269252;828582.21617038664;US;NA
6964496;2a00:1450:4007:806::2004;6.0385296666999997;12.1554866667;1.5457826667000001;18.577085;170.397730333;13327.287693016628;1.595323133697552;0.088242696484257227;4.0645500620146704;410.2714990606429;IE;EU
6964586;2400:cb00:2048:1::681b:671;3.3807369999999999;1.8779349999999999;1.0966663333;8.1594216667000001;198.96042366699999;1283.11620985582;3.5177237082084249;2.6840921827351027;3.8377756167572419;683730.83213082398;HK;AS
6964695;2a00:1450:4007:805::2004;6.4839693333000001;11.869085;1.5788329999999999;18.239038333300002;170.018338;21343.194526388743;1.9263798284509166;0.6909855003246459;13.131245000923279;5043.2297153007212;IE;EU
6964514;2a02:6b8:a::a;43.219721;43.867328333300001;38.936729;58.797800000000002;200.03639200000001;227.06371080534686;5.1552156565619862;27.814803334119286;4.0249670222814453;643.4441227954344;RU;EU
6964703;2a04:cb41:f016:1::46;22.56538066665;11.516945;14.223451000000001;23.226198333300001;170.56131416649998;102.87758988505391;3.247461094846801;3.7905038856138966;2.8944426812052382;59411.472438685756;NL;EU
6964506;2a00:1450:4007:805::2003;3.2704010000000001;12.080458333299999;1.522972;18.365639999999999;168.58371399999999;77.807622173332433;0.74709193033020638;0.24165071373409963;2.7899222532540047;1986110.4074911263;IE;EU
6964524;2a00:1450:4007:805::2003;2.9800966667000002;12.054098333300001;1.4799536666999999;18.360769999999999;167.91068999999999;72.070760944558472;0.34745649612316665;0.094361087043897729;13.210472804891817;1462606.2447855931;IE;EU
6964689;2400:cb00:2048:1::6814:372b;2.4289283333;1.9455283333;1.1104493333000001;8.1974499999999999;203.750696667;13.111402721407638;2.478584446206709;2.6639354376049371;14.897943683248846;573577.93483989022;HK;AS
6964648;2620:106:e003:f00e::63;141.44834850000001;146.64780500000001;134.386438;170.24196833299999;189.76477399999999;32458.759550904913;19.438583277389068;13.404474241456686;14.277103659419776;28414.802171489358;US;NA
6964658;2001:1890:1c00:5112::f:1008;106.864661333;112.89636166699999;99.131888333299997;113.55981166700001;180.01155600000001;7289.1620243087318;61.717031010948673;653.44355086947576;60.414011287173579;5207.5828984287473;US;NA
6964685;2400:cb00:2048:1::6814:3fcb;2.31385683335;1.8832641666500001;1.1333316667;8.139884166649999;170.91805049999999;5155.0342340117741;2.5736813624446091;1047.6602823350302;3.5444773096125974;1205851.4343371389;HK;AS
6964723;2a02:6b8::50;69.502477999999996;53.338368333299996;60.035049999999998;64.174430000000001;244.55966466699999;58443.611010493791;5.4541225549309464;43.614215447913764;7.1373585266343458;33693.459245036807;RU;EU
6964616;2400:cb00:2048:1::6810:35a2;5.854209;1.8470816667000001;1.1540093333000001;8.1741333333000004;173.178403;24240.220041711767;2.4115203666415082;53.636423702341453;8.2391088473362508;16991.431044300767;HK;AS
6964542;2a00:1450:4007:806::2003;6.7628816667000002;11.883312499999999;1.5338913333500002;18.252850833349999;196.360999333;12400.228332406457;0.51869736710038195;32.097836564704821;20.618122158578682;11880.272518740891;IE;EU
6964666;2a02:6b8::2:105;65.499148666699995;64.952101666700003;55.427495;64.123876666699999;228.80439766699999;7056.9234095211987;12.113505936000047;27.660135576433614;28.907745468526823;455098.60431819863;RU;EU
